Sentiment,News Headline,clean_text,sentiment_encoded
neutral,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 .",construction large woodworking facility sheksna district vologda region northwest russia begin plant start production,1
neutral,"The contract consists of a new building with an area of 18,000 sq m and renovation of the existing buildings .",contract consists new building area sq renovation existing building,1
neutral,"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world .",contractor shopping center china state construction engineering corporation previously built eg airport hotel factory large international customer different part world,1
neutral,"The contracts awarded to date , in connection with the system , amount to a total EUR 36 million .",contract awarded date connection system amount total eur million,1
neutral,The corrected chapter is in its entirety below .,corrected chapter entirety,1
neutral,"The deal , already approved by shareholders , will be carried out in the first half of 2011 .",deal already approved shareholder carried first half,1
positive,The deal strengthens Ramirent 's position especially in the industrial sector and in large investment projects .,deal strengthens ramirent position especially industrial sector large investment project,2
neutral,The deal was worth about EUR 1.2 mn .,deal worth eur mn,1
neutral,"The device offers multimedia performance along with a host of productivity applications , including live stock prices .",device offer multimedia performance along host productivity application including live stock price,1
neutral,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,event also viewed live audio webcast wwwahlstromcom,1
neutral,The event can also be viewed as a live webcast at www.cargotec.com .,event also viewed live webcast wwwcargoteccom,1
neutral,The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,first charging station made available already whole network ready,1
neutral,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,geosolutions team provides intriguing new technology combining gps mobilebased technology together internetbased social networking,1
neutral,The investment will be worth approximately EUR 100mn .,investment worth approximately eur mn,1
neutral,The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,mill concentrating getting supercalendered line running satisfactorily restarting older newsprint line,1
neutral,"The most important export markets are Norway , Germany , Russia and France .",important export market norway germany russia france,1
